,label,stimuli,S1U1,S2U1,S2U2,S2U3,S2U4,S2U5,S3U1,S3U2,S4U1,S1U2,S1U3,S3U3
82,1,P4,[0.9618000000000393],"[0.2685999999998785, 0.2907999999999902, 0.3627999999998792, 0.4961000000000695, 0.5973999999998796, 0.6494000000000142]","[0.27690000000006876, 0.37639999999987594, 0.4773000000000138]","[0.6050999999999931, 0.6158000000000357, 0.9589000000000851, 0.9619000000000142, 0.9955999999999676]",[0.751700000000028],[0.0887000000000171],[],[0.13030000000003383],[0.3768000000000029],[0.27710000000001855],"[0.314200000000028, 0.3728000000000975, 0.3793000000000575, 0.3835999999998876, 0.39599999999995816, 0.40259999999989304, 0.4375999999999749, 0.4705999999998767, 0.4779000000000906, 0.48479999999995016, 0.49510000000009313]","[0.39220000000000255, 0.4391000000000531, 0.5423000000000684, 0.6206999999999425, 0.8605000000000018, 0.9019000000000688]"
83,1,P4,"[0.04909999999995307, 0.4944000000000415, 0.9622999999999138]","[0.00659999999993488, 0.30559999999991305, 0.9977999999998701]",[0.9574999999999818],[0.20329999999989923],"[0.02549999999996544, 0.29520000000002256, 0.6940999999999349]",[],"[0.1856000000000222, 0.33029999999985193, 0.6490999999998621]",[0.9547000000000025],"[0.5925999999999476, 0.9390999999998257]",[0.9574999999999818],"[0.4680999999998221, 0.5597000000000207, 0.596599999999853, 0.6304000000000087, 0.6340000000000146]",[0.302199999999857]
84,1,P4,[0.9411000000000058],[0.05199999999990723],[],"[0.55600000000004, 0.6115999999999531, 0.9149999999999636]","[0.24270000000001346, 0.32989999999995234, 0.5923000000000229, 0.6204999999999927, 0.6295999999999822]","[0.9097999999999047, 0.9251999999999043]",[0.43020000000001346],"[0.20959999999990941, 0.21479999999996835, 0.25250000000005457, 0.29359999999996944, 0.4985999999998967, 0.5524000000000342, 0.555599999999913, 0.5690999999999349, 0.5837999999998829]",[0.985300000000052],[],"[0.46499999999991815, 0.5927999999998974, 0.5972999999999047, 0.8838000000000648, 0.8874000000000706, 0.8913000000000011, 0.8971999999998843, 0.9683999999999742, 0.9813999999998941]",[0.573699999999917]
85,1,P3,[],"[0.12649999999985084, 0.3573999999998705, 0.38029999999980646, 0.5857999999998356, 0.6125999999999294, 0.6700999999998203, 0.7408999999997832, 0.7491999999997461, 0.8687999999997373, 0.8730000000000473, 0.8870999999999185, 0.9666999999999462, 0.979399999999714, 0.9881999999997788, 0.9915999999998348]",[0.5140999999998712],[0.28949999999986176],"[0.29379999999991924, 0.546100000000024, 0.554899999999634, 0.7988999999997759]","[0.5187999999998283, 0.5429999999996653]",[],"[0.47779999999966094, 0.5115000000000691, 0.5672999999997046, 0.7185999999996966, 0.737699999999677]","[0.002199999999902502, 0.37629999999990105]",[0.514299999999821],"[0.1392000000000735, 0.1493000000000393, 0.1679999999996653, 0.3939999999997781]","[0.34809999999970387, 0.35619999999971697, 0.4463999999998123]"
86,1,P3,"[0.0854999999996835, 0.4080999999996493, 0.5369999999998072, 0.6960999999996602, 0.8043999999995322]","[0.12179999999989377, 0.13119999999980791, 0.14219999999977517, 0.14659999999958018, 0.19319999999970605, 0.203899999999976, 0.23739999999952488, 0.25949999999966167, 0.2788999999997941, 0.900199999999586]","[0.055499999999938154, 0.5368999999996049, 0.9711999999999534]","[0.025099999999838474, 0.04469999999992069, 0.059099999999943975, 0.10969999999997526, 0.22729999999955908, 0.2420999999999367, 0.8599999999996726]","[0.8191999999999098, 0.8710999999998421, 0.99579999999969]","[0.013599999999769352, 0.09659999999985303, 0.2146999999995387, 0.2304999999996653, 0.3011999999998807, 0.8842999999997119, 0.8888999999999214]",[],[0.150199999999586],"[0.7518999999997504, 0.8882999999996173]","[0.055499999999938154, 0.971299999999701]","[0.7546999999999571, 0.7901999999999134, 0.8140999999995984, 0.8183999999996558, 0.8505999999997584, 0.867399999999634, 0.8863999999998668, 0.9088999999999032, 0.9886999999998807]","[0.6453999999998814, 0.8620999999998276]"
87,1,P3,"[0.5234000000000378, 0.5974999999998545, 0.67450000000008, 0.6835999999998421, 0.8085999999998421, 0.8510000000001128, 0.8850999999999658]","[0.006899999999859574, 0.017600000000129512, 0.05569999999988795, 0.10960000000022774]",[],"[0.4596999999998843, 0.5648000000001048]",[],"[0.45400000000017826, 0.6858999999999469, 0.7092999999999847, 0.7581000000000131, 0.7663000000002285]",[0.03969999999981155],"[0.015499999999974534, 0.0340000000001055, 0.06350000000020373, 0.07290000000011787, 0.08239999999977954, 0.10069999999996071, 0.11839999999983775]",[0.2701000000001841],"[0.5322999999998501, 0.5891000000001441]","[0.014599999999973079, 0.25280000000020664]","[0.2600000000002183, 0.8897000000001754, 0.9823999999998705]"
88,1,P3,[0.055799999999635475],"[0.5344000000000051, 0.5720999999998639, 0.6468999999997322, 0.6626999999998588, 0.6944999999996071, 0.7270999999996093, 0.7471999999997934, 0.7641999999996187]","[0.8255999999996675, 0.8809999999998581]",[0.12379999999984648],[0.8623999999999796],[0.021999999999934516],"[0.8808999999996558, 0.9856999999997242]","[0.016899999999623105, 0.020599999999831198, 0.028999999999996362, 0.3554999999996653, 0.3781999999996515, 0.6082999999998719, 0.6192999999998392, 0.8292999999998756]",[0.041999999999916326],"[0.8256999999998698, 0.8810999999996056]","[0.10529999999971551, 0.11130000000002838, 0.1157999999995809, 0.1414999999997235, 0.14609999999993306]","[0.08119999999962602, 0.907799999999952]"
89,1,P3,"[0.7192999999997483, 0.742399999999634]","[0.0003999999998995918, 0.01209999999991851, 0.03989999999976135, 0.09719999999970241, 0.14229999999997744, 0.42359999999962383, 0.4307999999996355, 0.4687999999996464, 0.48749999999972715, 0.49639999999953943, 0.5482999999999265, 0.5654999999997017, 0.58429999999953, 0.6077999999997701, 0.6417999999998756, 0.6617999999998574, 0.6797999999998865, 0.7167999999996937, 0.778599999999642, 0.8053999999997359, 0.9977999999996428]",[],"[0.20499999999992724, 0.41429999999991196, 0.4921999999996842]",[0.14939999999978681],"[0.3698999999996886, 0.6563999999998487, 0.6872999999995955, 0.7319999999999709, 0.7450999999996384, 0.7483999999999469, 0.7554999999997563, 0.7697999999995773, 0.8120999999996457, 0.8164999999999054]",[],[],[],[],"[0.06829999999990832, 0.08349999999973079, 0.09729999999990468, 0.10759999999982028, 0.11389999999983047, 0.12059999999974025, 0.12489999999979773, 0.13119999999980791, 0.14089999999987413, 0.1516999999998916, 0.15689999999995052, 0.16829999999981737, 0.17749999999978172, 0.18999999999959982, 0.19309999999995853, 0.21459999999979118, 0.28059999999959473, 0.2947999999996682, 0.31399999999985084, 0.44699999999966167, 0.4578999999998814, 0.4661999999998443, 0.47129999999970096, 0.4782999999997628, 0.5472999999997228, 0.5685999999996056, 0.5834999999997308, 0.6219999999998436, 0.652599999999893, 0.6716999999998734]","[0.4642999999996391, 0.5110999999997148, 0.5314999999995962, 0.543699999999717, 0.561399999999594]"
90,0,M6,"[0.3186999999998079, 0.3855999999998403, 0.5144999999999982, 0.7337999999999738, 0.746199999999817]","[0.7389999999998054, 0.9659999999998945]",[],"[0.6503999999999905, 0.7356999999999516]","[0.4501000000000204, 0.6188999999999396, 0.6875, 0.8458999999998014, 0.874599999999873, 0.9010999999998148, 0.990099999999984]","[0.479799999999841, 0.48499999999989996, 0.4942999999998392, 0.5138999999999214]","[0.21329999999989013, 0.603099999999813, 0.8869999999999436]",[],[0.9170999999998912],[],"[0.1574999999997999, 0.4594999999999345, 0.5096999999998388, 0.5220999999999094, 0.5338999999999032, 0.5368999999998323, 0.5435999999999694, 0.5753999999999451, 0.5989999999999327, 0.6182999999998628, 0.7020999999999731, 0.7107999999998356, 0.7549999999998818, 0.8741999999999734]","[0.13899999999989632, 0.4193000000000211, 0.5748999999998432]"
91,0,M6,"[0.5419000000001688, 0.7502000000001772, 0.7714000000000851, 0.7960000000000491, 0.811100000000124, 0.822800000000143, 0.8447000000001026, 0.852100000000064, 0.8740000000000236, 0.8860000000001946, 0.9224000000001524]","[0.3147000000001299, 0.9199000000000979]","[0.7384000000001834, 0.9950000000001182]","[0.23230000000012296, 0.2617000000000189, 0.48860000000013315, 0.7105000000001382]","[0.29110000000014224, 0.6277000000000044, 0.7432000000001153, 0.8365000000001146]","[0.5148000000001502, 0.5220000000001619, 0.574100000000044, 0.5781000000001768, 0.5865000000001146, 0.6436000000001059, 0.6769000000001597]",[],"[0.38380000000006476, 0.5541000000000622, 0.5835000000001855]",[],[0.9951000000000931],"[0.0339000000001306, 0.04899999999997817, 0.11670000000003711, 0.14960000000019136, 0.28470000000015716, 0.2940000000000964, 0.2985000000001037, 0.3170000000000073, 0.4882000000000062, 0.4921000000001641, 0.49900000000002365, 0.5282000000001972, 0.551300000000083, 0.7332000000001244, 0.7417000000000371, 0.8075000000001182, 0.8695999999999913]",[0.661200000000008]
92,0,M6,[],"[0.31780000000003383, 0.3462000000001808, 0.40590000000020154, 0.4292000000000371, 0.4334000000001197, 0.4579000000001088, 0.47210000000018226, 0.47630000000003747, 0.4817000000000462, 0.4882000000000062, 0.49350000000004, 0.49710000000004584, 0.5176000000001295, 0.5210000000001855, 0.5243000000000393, 0.5296000000000731, 0.5742000000000189]",[],[0.09350000000017644],"[0.17950000000018917, 0.22390000000018517, 0.38980000000015025, 0.4511000000002241, 0.5064000000002125, 0.541700000000219]","[0.06590000000005602, 0.06930000000011205, 0.19750000000021828, 0.2130000000001928]",[],[],[0.32920000000012806],[],"[0.07250000000021828, 0.09090000000014697]","[0.4375, 0.459400000000187]"
93,0,M6,[],"[0.8557000000000698, 0.858600000000024, 0.8656000000000859, 0.881900000000087, 0.8964000000000851, 0.9075000000000273, 0.9185000000002219]",[],[0.9854000000000269],"[0.7349000000001524, 0.842200000000048, 0.9128000000000611]",[0.4022000000002208],[],"[0.5949000000000524, 0.6760000000001583, 0.6945000000000618]",[0.7202000000002045],[],"[0.8097000000000207, 0.8167000000000826, 0.8257000000000971, 0.8415000000002237, 0.8626000000001568, 0.8755000000001019, 0.9069000000001779, 0.9121000000000095, 0.9534000000001015, 0.9609000000000378, 0.9899000000000342]","[0.18660000000022592, 0.7958000000000993]"
94,0,M6,"[0.012700000000222644, 0.15570000000002437, 0.2624000000000706, 0.3994000000000142, 0.6358000000000175, 0.6685000000002219, 0.8220000000001164]","[0.6440000000000055, 0.847400000000107, 0.9197000000001481, 0.9778000000001157]",[0.4213000000002012],[0.41440000000011423],"[0.04760000000010223, 0.3992000000000644, 0.4700000000000273, 0.5363000000002103, 0.9499000000000706]",[],"[0.04250000000001819, 0.8179000000000087]",[],"[0.46440000000006876, 0.8329000000001088]",[0.4778000000001157],"[0.38370000000008986, 0.3868000000002212, 0.405100000000175, 0.4173000000000684, 0.4207000000001244, 0.45070000000009713, 0.4576000000001841, 0.4975000000001728, 0.7326000000000477, 0.7519000000002052, 0.763300000000072, 0.7682000000002063, 0.7813000000001011, 0.8068000000000666, 0.8126000000002023, 0.8499000000001615, 0.8970000000001619, 0.921100000000024]","[0.11590000000001055, 0.536600000000135]"
95,0,M5,"[0.3292999999998756, 0.428599999999733]","[0.35179999999991196, 0.48129999999991924]","[0.6868999999996959, 0.7388999999998305, 0.8318999999996777]",[],"[0.4017999999996391, 0.6965000000000146, 0.9618000000000393]",[],[0.46079999999983556],"[0.26739999999972497, 0.30409999999983484, 0.31839999999965585, 0.3271999999997206, 0.384900000000016, 0.4094999999997526]",[0.6281999999996515],"[0.4636999999997897, 0.6868999999996959, 0.7388999999998305, 0.8320999999996275]",[],"[0.18129999999973734, 0.6281999999996515, 0.7525999999998021]"
96,0,M5,"[0.04029999999966094, 0.337699999999586, 0.6161999999994805]","[0.3263999999994667, 0.3340999999995802, 0.3776999999995496, 0.38499999999976353, 0.41549999999961074, 0.43129999999973734, 0.6161999999994805, 0.6216999999996915]","[0.05229999999937718, 0.2676999999994223]","[0.07569999999941501, 0.16389999999955762, 0.1986999999994623, 0.4456999999997606]",[0.8598999999994703],"[0.09359999999969659, 0.10479999999961365, 0.11959999999953652, 0.361899999999423, 0.4046999999995933]",[],"[0.08339999999952852, 0.08839999999963766, 0.09409999999979846, 0.13499999999976353]","[0.01099999999951251, 0.16169999999965512, 0.23629999999957363, 0.817899999999554]","[0.05249999999978172, 0.2678999999993721]","[0.3815999999997075, 0.42579999999952634, 0.430899999999383, 0.43389999999953943, 0.512199999999666, 0.5531999999993786, 0.5809999999996762, 0.5991999999996551, 0.6541999999994914, 0.9286999999994805, 0.9731999999994514]",[0.17779999999947904]
97,0,M5,"[0.03179999999974825, 0.05449999999973443, 0.0929999999998472, 0.10659999999961656, 0.16669999999976426, 0.38109999999960564, 0.5667999999996027]","[0.4102999999995518, 0.4201999999995678, 0.495499999999538, 0.5522999999998319, 0.5565999999998894, 0.6936999999998079, 0.7275999999997111, 0.7744999999995343, 0.7926999999995132, 0.8150999999998021, 0.9373999999997977]",[0.020399999999881402],"[0.3210999999996602, 0.3809999999998581, 0.4246999999995751, 0.656699999999546, 0.803599999999733, 0.8467999999998028, 0.87079999999969, 0.8976999999995314, 0.951799999999821]",[0.6676999999995132],"[0.3698999999996886, 0.5071999999995569, 0.5466999999998734, 0.8580999999994674, 0.9263999999998305, 0.9308999999998377, 0.9911999999994805]","[0.41089999999985594, 0.8853999999996631]",[],[],"[0.020599999999831198, 0.03729999999950451]","[0.004299999999602733, 0.011299999999664578, 0.07379999999966458, 0.3578999999995176, 0.43549999999959255, 0.49349999999958527, 0.4972999999995409, 0.5103999999996631, 0.5131999999998698, 0.5993999999996049, 0.6104999999997744, 0.6626999999998588]","[0.2706999999995787, 0.38029999999980646, 0.6356999999998152]"
98,0,M5,"[0.4954999999999927, 0.5115999999998166, 0.5707999999999629, 0.6164999999996326, 0.6266000000000531, 0.6993999999999687, 0.7300000000000182, 0.9184000000000196]","[0.2648999999996704, 0.6729999999997744, 0.8172999999997046, 0.8312999999998283, 0.8350999999997839, 0.8460000000000036, 0.8793000000000575, 0.9244999999996253, 0.9427999999998065, 0.9490999999998166, 0.9643999999998414]","[0.15189999999984138, 0.19889999999986685, 0.24339999999983775, 0.3271999999997206]","[0.11599999999998545, 0.169999999999618, 0.35299999999961074, 0.46099999999978536, 0.5808999999999287, 0.6295000000000073]","[0.05989999999974316, 0.08959999999979118, 0.21479999999974098, 0.38400000000001455, 0.4847999999997228, 0.9349999999999454]","[0.431999999999789, 0.44020000000000437, 0.44849999999996726, 0.45169999999961874, 0.5573999999996886, 0.5652999999997519]",[0.8795999999997548],"[0.13919999999961874, 0.43329999999969004, 0.45739999999977954]",[],"[0.15200000000004366, 0.19899999999961437, 0.24339999999983775, 0.3272999999999229]",[0.44519999999965876],"[0.08959999999979118, 0.4902999999999338, 0.5940999999997985, 0.8640000000000327]"
99,0,M5,"[0.05099999999993088, 0.17949999999973443, 0.19119999999975335, 0.8381999999996879, 0.8438999999998487, 0.862999999999829, 0.8851999999997133, 0.8901999999998225, 0.8969999999999345, 0.9556999999999789]","[0.1663999999996122, 0.17159999999967113, 0.2179999999998472, 0.29009999999971114, 0.2962999999999738, 0.3156999999996515, 0.33779999999978827, 0.3443999999999505, 0.36879999999973734, 0.3981999999996333, 0.4095999999999549, 0.4535999999998239, 0.552599999999984, 0.6495999999997366]",[0.023799999999937427],[0.8984000000000378],"[0.0988999999999578, 0.24350000000004002, 0.280699999999797, 0.6368999999999687, 0.6743999999998778, 0.8476000000000568]",[],"[0.266399999999976, 0.9748999999997068]","[0.4806999999996151, 0.9651999999996406]","[0.6644999999998618, 0.6743999999998778]","[0.023999999999887223, 0.8469000000000051, 0.8818999999998596]","[0.010299999999915599, 0.07169999999996435, 0.13619999999991705, 0.1594000000000051, 0.27169999999978245, 0.2875999999996566, 0.2921999999998661, 0.2992999999996755, 0.30780000000004293, 0.3287999999997737, 0.34600000000000364, 0.35599999999976717, 0.3736999999996442, 0.3781999999996515, 0.3961999999996806, 0.409099999999853, 0.43269999999984066, 0.46279999999978827, 0.5045999999997548, 0.5217999999999847, 0.661200000000008, 0.666899999999714, 0.6731999999997242, 0.6784999999999854, 0.7375999999999294, 0.7684999999996762]",[]
100,0,M4,[],"[0.0785000000000764, 0.12370000000009895, 0.19909999999981665, 0.20289999999977226, 0.21369999999978972, 0.21939999999995052, 0.27109999999993306]","[0.37809999999990396, 0.4078999999996995, 0.4733000000001084]",[],[0.047999999999774445],[],"[0.001099999999951251, 0.06379999999990105, 0.2563000000000102, 0.2642000000000735, 0.2980999999999767, 0.3045999999999367]",[],[0.15779999999995198],"[0.37809999999990396, 0.4079999999999018, 0.47339999999985594]","[0.006300000000010186, 0.014299999999821011]","[0.015300000000024738, 0.09639999999990323, 0.20159999999987122, 0.2826000000000022, 0.28960000000006403, 0.35950000000002547, 0.43010000000003856]"
101,0,M4,"[0.061899999999695865, 0.434099999999944]",[],[0.0072000000000116415],[0.38400000000001455],[0.5249999999996362],[0.014699999999720603],[],"[0.17270000000007713, 0.5014999999998508]",[0.7889000000000124],[0.007399999999961437],[0.7100000000000364],"[0.29899999999997817, 0.3231999999998152, 0.6340000000000146]"
102,0,M4,"[0.29639999999972133, 0.5720999999998639, 0.5833999999999833, 0.6871999999998479, 0.7723999999998341, 0.8135999999999513, 0.8434999999999491]","[0.11189999999987776, 0.15459999999984575, 0.27389999999968495, 0.29369999999971697, 0.31189999999969586, 0.5978000000000065, 0.6079999999997199, 0.6968999999999141, 0.7489999999997963, 0.7761999999997897]",[0.8618999999998778],"[0.005899999999655847, 0.05269999999973152, 0.10050000000001091, 0.34819999999990614, 0.3526999999999134, 0.4358999999999469]","[0.10689999999976862, 0.15899999999965075, 0.22659999999996217, 0.7856999999999061, 0.8069000000000415]","[0.028599999999642023, 0.33559999999988577, 0.42439999999987776]",[],"[0.10609999999996944, 0.14570000000003347, 0.37609999999995125, 0.4321999999997388]","[0.45029999999997017, 0.8066999999996369]","[0.030899999999746797, 0.6770999999998821, 0.86200000000008]","[0.00709999999980937, 0.02109999999993306, 0.066899999999805, 0.10750000000007276, 0.11380000000008295, 0.12459999999964566, 0.13369999999986248, 0.1479999999996835, 0.1529000000000451, 0.15819999999985157, 0.18089999999983775, 0.18979999999965003, 0.19489999999996144, 0.2005999999996675, 0.2298000000000684, 0.2341999999998734, 0.2466999999996915, 0.25, 0.2729999999996835, 0.3255999999996675, 0.33849999999983993, 0.3532999999997628, 0.44470000000001164, 0.6583999999998014]","[0.06700000000000728, 0.7639999999996689]"
103,0,M4,"[0.19439999999985957, 0.21509999999989304, 0.5448999999998705, 0.5497000000000298, 0.58199999999988, 0.5958999999998014, 0.6057000000000698, 0.6576999999997497, 0.7711999999996806]","[0.09589999999980137, 0.3270999999999731, 0.3736999999996442, 0.43089999999983775, 0.43460000000004584, 0.44119999999975335]","[0.9474999999997635, 0.9855999999999767]","[0.08779999999978827, 0.13699999999971624, 0.14570000000003347, 0.1714999999999236, 0.21519999999964057, 0.22769999999991342]",[],"[0.017699999999877036, 0.03429999999980282, 0.04279999999971551, 0.053699999999935244, 0.07919999999967331, 0.2460999999998421, 0.2503999999998996, 0.2545000000000073, 0.31779999999980646, 0.4458999999997104, 0.9939999999996871]",[0.41210000000000946],[],"[0.05690000000004147, 0.8928000000000793]","[0.9476999999997133, 0.9856999999997242]","[0.0018999999997504347, 0.013500000000021828, 0.0261000000000422, 0.03749999999990905, 0.045900000000074215, 0.06410000000005311, 0.07179999999971187, 0.18029999999998836, 0.8264999999996689]","[0.6195999999999913, 0.7828999999996995, 0.8631000000000313, 0.8804000000000087, 0.9479999999998654, 0.9798999999998159]"
104,0,M4,"[0.3061999999999898, 0.31899999999996, 0.5209999999997308, 0.8269000000000233]",[],"[0.01710000000002765, 0.07119999999986248, 0.11389999999983047]","[0.3969999999999345, 0.4131999999999607]","[0.12259999999969295, 0.5625999999997475]","[0.38999999999987267, 0.40479999999979555, 0.5949999999997999, 0.606199999999717, 0.7815000000000509]",[],"[0.39079999999967185, 0.39409999999998035, 0.41469999999981155, 0.4376999999999498, 0.4436000000000604, 0.5072000000000116, 0.803599999999733]",[],"[0.017199999999775173, 0.07119999999986248, 0.11400000000003274, 0.8051999999997861]","[0.10609999999996944, 0.7558999999996558, 0.7600999999999658, 0.7759999999998399, 0.8381999999996879, 0.9378999999998996]","[0.03519999999980428, 0.504399999999805]"
105,0,M3,"[0.6902999999999793, 0.8401000000001204, 0.9110000000000582, 0.9616000000000895]",[0.5632000000000517],[0.7351000000001022],[],"[0.3139000000001033, 0.5796000000000276, 0.7053000000000793, 0.9190000000000964, 0.9772000000000389]",[0.19430000000011205],"[0.1856000000000222, 0.8710000000000946]","[0.33580000000006294, 0.3402000000000953, 0.34580000000005384, 0.3691000000001168, 0.628400000000056]",[],"[0.5899000000001706, 0.7352000000000771]","[0.015300000000024738, 0.04310000000009495, 0.04690000000005057, 0.09280000000012478, 0.30719999999996617, 0.7833000000000538, 0.937900000000127, 0.942600000000084, 0.9454000000000633, 0.9579000000001088, 0.9777000000001408]","[0.08020000000010441, 0.1493000000000393, 0.1610000000000582, 0.24330000000009022]"
106,0,M3,"[0.7451999999998407, 0.822400000000016, 0.9584999999999582]","[0.00980000000004111, 0.0625999999999749, 0.06899999999995998, 0.8842999999999392]",[0.10349999999993997],"[0.8206000000000131, 0.8480999999999312, 0.878099999999904, 0.9209999999998217, 0.9284000000000106]","[0.17799999999988358, 0.2847999999999047]",[0.8040999999998348],[0.6576999999999771],[],"[0.05399999999985994, 0.4072999999998501]",[0.10349999999993997],"[0.005799999999908323, 0.12369999999987158, 0.133199999999988, 0.15390000000002146, 0.6006999999999607, 0.6276000000000295, 0.6787999999999101, 0.710399999999936, 0.756099999999833]","[0.0018999999999778083, 0.08609999999998763]"
107,0,M3,"[0.03150000000005093, 0.09739999999987958, 0.10619999999994434]",[0.21149999999988722],[],"[0.14999999999986358, 0.46889999999984866, 0.8555999999998676, 0.9610000000000127, 0.9854000000000269]","[0.12940000000003238, 0.1957999999999629, 0.4537000000000262, 0.8352999999999611, 0.9721999999999298]","[0.2666999999999007, 0.3390999999999167]",[0.689200000000028],[],[],[],"[0.3160000000000309, 0.33029999999985193, 0.33839999999986503, 0.4180999999998676, 0.8243999999999687, 0.897899999999936, 0.9113999999999578]","[0.5197000000000571, 0.7792999999999211, 0.852100000000064, 0.90949999999998]"
108,0,M3,"[0.0624000000000251, 0.11760000000003856]","[0.011099999999942156, 0.041399999999839565, 0.06199999999989814, 0.06859999999983302, 0.09169999999994616, 0.10579999999981737, 0.11869999999998981, 0.1356999999998152]",[],[],"[0.05099999999993088, 0.15269999999986794, 0.23799999999982901, 0.6358999999999924, 0.7076999999999316, 0.7269999999998618, 0.9752999999998337]",[0.5939999999998236],[0.7287999999998647],"[0.47299999999995634, 0.48450000000002547]",[0.7207999999998265],[],"[0.004999999999881766, 0.010099999999965803, 0.016999999999825377, 0.034199999999827924, 0.05639999999993961, 0.08659999999986212, 0.1268999999999778, 0.13040000000000873, 0.14409999999998035, 0.1798999999998614, 0.7096999999998843, 0.7192000000000007, 0.7275999999999385, 0.7381000000000313, 0.7491999999999734, 0.7826000000000022, 0.8265999999998712, 0.886299999999892, 0.9770999999998367, 0.9893999999999323]",[]
109,0,M3,[],"[0.4214999999999236, 0.5879999999999654]",[],"[0.20079999999984466, 0.7450999999998658, 0.8438999999998487, 0.9207999999998719]","[0.12879999999995562, 0.6658999999999651, 0.6967999999999392, 0.733600000000024, 0.7769999999998163, 0.9415999999998803]","[0.0729999999998654, 0.2098999999998341, 0.24799999999981992, 0.7684999999999036]",[],"[0.09559999999987667, 0.13819999999986976, 0.15619999999989886, 0.16249999999990905, 0.17099999999982174, 0.24709999999981846, 0.6114000000000033, 0.6550999999999476]",[0.8231999999998152],[0.6965999999999894],"[0.5218999999999596, 0.5629999999998745, 0.8832999999999629, 0.904399999999896]",[]
110,0,M2,"[0.6326999999996588, 0.9209999999998217]","[0.8689999999996871, 0.9073999999995976, 0.9247999999997774, 0.9311999999995351, 0.9498999999996158, 0.9791999999997643]",[],"[0.39729999999963184, 0.5669999999995525]","[0.17349999999942156, 0.831199999999626, 0.8783999999996013, 0.9754999999995562]","[0.5237999999994827, 0.5288999999997941, 0.5906999999997424]",[],"[0.0637999999994463, 0.07729999999946813]",[],[],"[0.006199999999807915, 0.2365999999997257, 0.25529999999980646, 0.2921999999998661, 0.30639999999948486, 0.31239999999979773, 0.32649999999966894, 0.32989999999972497, 0.3516999999997097, 0.3613999999997759, 0.41689999999971405]","[0.2660999999998239, 0.35099999999965803]"
111,0,M2,"[0.02629999999953725, 0.1359999999995125, 0.9357999999997446]","[0.9139999999997599, 0.9195999999997184, 0.9757999999997082]",[0.04659999999967113],[0.009999999999763531],"[0.0330999999996493, 0.03849999999965803]","[0.8455999999996493, 0.8587999999995191, 0.9003999999995358, 0.9095999999995001, 0.9609999999997854, 0.988999999999578]",[],[],[],"[0.04679999999962092, 0.9070999999994456]","[0.7464999999997417, 0.7583999999997104, 0.7836999999994987]","[0.03569999999945139, 0.9045999999998457]"
112,0,M2,[0.3415999999997439],"[0.0239000000001397, 0.09699999999975262, 0.1014999999997599, 0.10519999999996799, 0.12460000000010041, 0.155699999999797, 0.4982999999997446, 0.5987999999997555]",[0.34130000000004657],[0.0005000000001018634],[0.17000000000007276],"[0.1815999999998894, 0.30989999999974316, 0.5563999999999396, 0.5852999999997337, 0.6158000000000357]",[],[],"[0.20939999999973224, 0.9762999999998101]",[],"[0.017199999999775173, 0.11639999999988504]","[0.06750000000010914, 0.5526999999997315]"
113,0,M2,"[0.4408999999996013, 0.5044999999995525, 0.663199999999506, 0.7437999999997373, 0.8021999999996297, 0.9521999999997206]",[],[0.7824999999997999],[0.973899999999503],[],[0.9707999999995991],[0.4620999999997366],[],"[0.03889999999955762, 0.4280999999996311, 0.4502999999995154, 0.45939999999973224, 0.5044999999995525, 0.5191999999997279, 0.6014999999997599]",[0.4502999999995154],"[0.7801999999996951, 0.7916999999997643, 0.8129999999996471, 0.824399999999514, 0.8405999999995402, 0.8735999999998967, 0.899199999999837]","[0.5044999999995525, 0.5192999999994754, 0.8129999999996471]"
114,0,M2,"[0.14809999999988577, 0.17149999999946886, 0.34429999999974825, 0.7762999999995372]",[0.07089999999971042],[],"[0.12699999999949796, 0.16129999999975553, 0.2161999999998443, 0.23399999999946886]",[0.7527999999997519],"[0.10799999999971988, 0.11219999999957508, 0.16569999999956053]",[0.19989999999961583],[],[],[],"[0.08239999999977954, 0.12439999999969586, 0.13049999999975626, 0.8375999999998385, 0.8449999999997999, 0.8638999999998305, 0.8808999999996558, 0.893699999999626, 0.9013999999997395]",[0.38269999999965876]
